component,explained_variance_ratio,explained_variance_pct
player_pc_1,0.32489210155506276,32.48921015550628
player_pc_2,0.2695497115779077,26.95497115779077
player_pc_3,0.11099068952708709,11.09906895270871
player_pc_4,0.10913018009611024,10.913018009611024
