Group,Features_Count,Features,PC1_Explained_Variance,PC1_Explained_Variance_Pct
home_Goalkeeper,8,"Home_Goalkeeper_Avg_Value, HomeGoalkeeper_overall_Avg, HomeGoalkeeper_goalkeeping_diving_Avg, HomeGoalkeeper_goalkeeping_handling_Avg, HomeGoalkeeper_goalkeeping_kicking_Avg, HomeGoalkeeper_goalkeeping_positioning_Avg, HomeGoalkeeper_goalkeeping_reflexes_Avg, HomeGoalkeeper_goalkeeping_speed_Avg",0.6149576082479591,61.49576082479591
away_Goalkeeper,8,"Away_Goalkeeper_Avg_Value, AwayGoalkeeper_overall_Avg, AwayGoalkeeper_goalkeeping_diving_Avg, AwayGoalkeeper_goalkeeping_handling_Avg, AwayGoalkeeper_goalkeeping_kicking_Avg, AwayGoalkeeper_goalkeeping_positioning_Avg, AwayGoalkeeper_goalkeeping_reflexes_Avg, AwayGoalkeeper_goalkeeping_speed_Avg",0.616253751478472,61.625375147847194
home_Defenders,8,"Home_Defender_Avg_Value, HomeDefender_overall_Avg, HomeDefender_pace_Avg, HomeDefender_shooting_Avg, HomeDefender_passing_Avg, HomeDefender_dribbling_Avg, HomeDefender_defending_Avg, HomeDefender_physic_Avg",0.4887324525154221,48.87324525154221
away_Defenders,8,"Away_Defender_Avg_Value, AwayDefender_overall_Avg, AwayDefender_pace_Avg, AwayDefender_shooting_Avg, AwayDefender_passing_Avg, AwayDefender_dribbling_Avg, AwayDefender_defending_Avg, AwayDefender_physic_Avg",0.48848315985427243,48.84831598542724
home_Midfielders,8,"Home_Midfielder_Avg_Value, HomeMidfielder_overall_Avg, HomeMidfielder_pace_Avg, HomeMidfielder_shooting_Avg, HomeMidfielder_passing_Avg, HomeMidfielder_dribbling_Avg, HomeMidfielder_defending_Avg, HomeMidfielder_physic_Avg",0.4491729961691588,44.91729961691588
away_Midfielders,8,"Away_Midfielder_Avg_Value, AwayMidfielder_overall_Avg, AwayMidfielder_pace_Avg, AwayMidfielder_shooting_Avg, AwayMidfielder_passing_Avg, AwayMidfielder_dribbling_Avg, AwayMidfielder_defending_Avg, AwayMidfielder_physic_Avg",0.4510612033109726,45.10612033109726
home_Attackers,8,"Home_Attacker_Avg_Value, HomeAttacker_overall_Avg, HomeAttacker_pace_Avg, HomeAttacker_shooting_Avg, HomeAttacker_passing_Avg, HomeAttacker_dribbling_Avg, HomeAttacker_defending_Avg, HomeAttacker_physic_Avg",0.4695974212502536,46.95974212502536
away_Attackers,8,"Away_Attacker_Avg_Value, AwayAttacker_overall_Avg, AwayAttacker_pace_Avg, AwayAttacker_shooting_Avg, AwayAttacker_passing_Avg, AwayAttacker_dribbling_Avg, AwayAttacker_defending_Avg, AwayAttacker_physic_Avg",0.46792358446394017,46.79235844639402
