component,feature,loading,abs_loading
PC13,Home_cards,0.2123148857294876,0.2123148857294876
PC13,Away_cards_yellow,-0.2072071779344358,0.2072071779344358
PC13,Away_cards,-0.2069853957120853,0.2069853957120853
PC13,Away_cards_red,-0.19434750987694616,0.19434750987694616
PC13,Home_tackles,-0.19185200925846768,0.19185200925846768
PC13,Home_cards_red,0.18999512563954582,0.18999512563954582
PC13,Away_tackles_won,0.18755459622861803,0.18755459622861803
PC14,Home_corners,0.3505370725014966,0.3505370725014966
PC14,Home_crosses,0.3504308634764165,0.3504308634764165
PC14,Away_goal_kicks,0.2597378251070211,0.2597378251070211
PC14,Away_corners,0.24773054618233845,0.24773054618233845
PC14,Away_crosses,0.23427096200078465,0.23427096200078465
PC14,Away_clearances,0.20935336928773213,0.20935336928773213
PC14,Home_goal_kicks,0.20909300222846483,0.20909300222846483
PC14,Away_offsides,-0.20229075168633393,0.20229075168633393
PC14,Away_throw_ins,-0.20199684717952854,0.20199684717952854
PC14,Home_clearances,0.1967736855243402,0.1967736855243402
PC15,Home_offsides,-0.4629138004050698,0.4629138004050698
PC15,Home_interceptions,-0.40430184967061905,0.40430184967061905
PC15,Away_interceptions,-0.3785611564125253,0.3785611564125253
PC15,Away_tackles,0.375626747319063,0.375626747319063
PC15,Away_offsides,-0.3318276695340562,0.3318276695340562
PC15,Home_tackles,0.23517362173644296,0.23517362173644296
PC15,Home_throw_ins,0.14033273350632436,0.14033273350632436
PC15,Away_fouled,0.13387306447499148,0.13387306447499148
PC15,Home_fouls,0.13159281702750306,0.13159281702750306
PC15,Away_tackles_won,0.12993825025681774,0.12993825025681774
PC16,Home_tackles,-0.45786167321782706,0.45786167321782706
PC16,Away_tackles,0.33018420135208476,0.33018420135208476
PC16,Home_tackles_won,-0.32453278676062614,0.32453278676062614
PC16,Away_tackles_won,0.3170620701163894,0.3170620701163894
PC16,Away_offsides,0.2770274514484416,0.2770274514484416
PC16,Away_throw_ins,-0.2481414204325601,0.2481414204325601
PC16,Home_throw_ins,0.21286759928112126,0.21286759928112126
PC16,Away_possession,0.1645292492008548,0.1645292492008548
PC16,Home_possession,-0.16437359832308612,0.16437359832308612
PC16,Home_cards_yellow,-0.15548346692136544,0.15548346692136544
PC17,Away_own_goals,0.4830778716524442,0.4830778716524442
PC17,Home_cards_red,-0.27919494661756755,0.27919494661756755
PC17,Away_fouls,-0.20957207307030656,0.20957207307030656
PC17,Away_cards_yellow,0.20830902114298774,0.20830902114298774
PC17,Away_cards,0.20815961755513543,0.20815961755513543
PC17,Home_fouled,-0.20709705928487393,0.20709705928487393
PC17,Home_passing_accuracy,0.20272467047131973,0.20272467047131973
PC17,Away_fouled,0.18442076064808008,0.18442076064808008
PC17,Away_pens_won,0.17819893459544667,0.17819893459544667
PC17,Home_fouls,0.17593275025310043,0.17593275025310043
PC18,Home_own_goals,-0.37049735064429606,0.37049735064429606
PC18,Away_pens_won,-0.28922385124780603,0.28922385124780603
PC18,Home_pens_conceded,-0.2748732441185844,0.2748732441185844
PC18,Away_pens_made,0.27041617580689703,0.27041617580689703
PC18,Away_pens_att,0.239179735732605,0.239179735732605
PC18,Away_offsides,-0.2189019815712144,0.2189019815712144
PC18,Away_cards_red,0.20370871786797895,0.20370871786797895
PC18,Home_pens_made,0.2029270806344542,0.2029270806344542
PC18,Home_pens_won,-0.20235925689038423,0.20235925689038423
PC18,Away_pens_conceded,-0.18354758163513005,0.18354758163513005
PC19,Away_own_goals,0.7039470061340717,0.7039470061340717
PC19,Home_own_goals,0.4179948777337524,0.4179948777337524
PC19,Away_pens_won,-0.21350023364308648,0.21350023364308648
PC19,Away_pens_made,0.2065452177985205,0.2065452177985205
PC19,Home_pens_conceded,-0.18789738822574784,0.18789738822574784
PC19,Home_cards_red,0.17523217494262044,0.17523217494262044
PC19,Away_pens_att,0.17432604080612485,0.17432604080612485
PC19,Home_passing_accuracy,-0.15904351086838342,0.15904351086838342
PC19,Away_assists,-0.1119131835756664,0.1119131835756664
PC19,Away_saves,0.1037484989975602,0.1037484989975602
PC20,Home_own_goals,-0.6869635394711828,0.6869635394711828
PC20,Away_own_goals,0.31010029157625774,0.31010029157625774
PC20,Home_offsides,0.25508011387403345,0.25508011387403345
PC20,Home_passing_accuracy,-0.20969507678382993,0.20969507678382993
PC20,Away_offsides,-0.1651765432474363,0.1651765432474363
PC20,Away_cards_red,-0.15863791837749425,0.15863791837749425
PC20,Away_possession,0.15674899902436648,0.15674899902436648
PC20,Home_possession,-0.15660542926325072,0.15660542926325072
PC20,Away_goal_kicks,0.14868221063469883,0.14868221063469883
PC20,Away_throw_ins,-0.13696555163975677,0.13696555163975677
PC21,Home_passing_accuracy,0.8850896266611918,0.8850896266611918
PC21,Away_pens_won,-0.15423007723106671,0.15423007723106671
PC21,Away_pens_made,0.1461717304364661,0.1461717304364661
PC21,Home_pens_conceded,-0.13809379198258073,0.13809379198258073
