our_name,footballbert_player_id,match_type,match_score
elsad zverotic,ba085134,exact,100.0
elseid hysaj,ba017292,exact,100.0
elvis rexhbecaj,ba009840,exact,100.0
elye wahi,ba004949,exact,100.0
emanuel aiwu,ba079293,fuzzy,96.0
emanuel emegha,ba058871,exact,100.0
emanuel herrera,ba091454,exact,100.0
emanuel insua,ba044396,exact,100.0
emanuel mammana,ba046401,exact,100.0
emanuel vignato,ba086745,exact,100.0
emanuele calaio,ba083667,exact,100.0
emanuele giaccherini,ba010341,exact,100.0
emanuele ndoj,ba026550,exact,100.0
emanuele suagher,ba055480,exact,100.0
emanuele terranova,ba051767,exact,100.0
emanuele valeri,ba086730,exact,100.0
emerson,ba017213,exact,100.0
emerson hyndman,ba022083,exact,100.0
emerson palmieri,ba082516,exact,100.0
emerson royal,,unmatched,0.0
emersonn,ba063006,exact,100.0
emil audero,ba037079,exact,100.0
emil berggreen,ba051281,exact,100.0
emil bohinen,ba073437,exact,100.0
emil forsberg,ba056479,exact,100.0
emil hallfredsson,ba049120,fuzzy,94.11764526367188
emil holm,ba071158,exact,100.0
emil konradsen ceide,,unmatched,0.0
emil krafth,ba043924,exact,100.0
emile smith rowe,ba008533,exact,100.0
emiliano armenteros,ba037702,exact,100.0
emiliano buendia,,unmatched,0.0
emiliano insua,ba089502,exact,100.0
emiliano martinez,ba030176,exact,100.0
emiliano moretti,ba031483,exact,100.0
emiliano rigoni,ba059014,exact,100.0
emiliano sala,ba034436,exact,100.0
emiliano velazquez,ba035042,exact,100.0
emiliano viviano,ba001315,exact,100.0
emilio nsue,ba010455,exact,100.0
emir karic,ba045410,exact,100.0
emir sahiti,ba049265,exact,100.0
emir spahic,ba000245,exact,100.0
emirhan ilkhan,ba060228,exact,100.0
emmanuel adebayor,ba054081,exact,100.0
emmanuel agbadou,ba043236,exact,100.0
emmanuel badu,,unmatched,0.0
emmanuel biumla,ba084265,exact,100.0
emmanuel boateng,ba013868,exact,100.0
emmanuel bourgaud,ba045849,exact,100.0
emmanuel cascione,ba065188,exact,100.0
emmanuel culio,ba008414,exact,100.0
emmanuel dennis,ba016163,exact,100.0
emmanuel emegha,,unmatched,0.0
emmanuel emenike,ba082052,exact,100.0
emmanuel gyasi,ba091551,exact,100.0
emmanuel imorou,ba023019,exact,100.0
emmanuel riviere,ba015946,exact,100.0
emmanuel sabbi,ba016856,exact,100.0
emran soglo,ba026490,exact,100.0
emre can,ba060927,exact,100.0
emre colak,ba036954,exact,100.0
emre mor,ba004488,exact,100.0
enaut mendia,ba062420,exact,100.0
enaut zubikarai,ba034878,exact,100.0
enda stevens,ba008676,exact,100.0
endrick,ba059478,exact,100.0
eneko boveda,ba008545,exact,100.0
enes unal,ba091319,exact,100.0
enis bardhi,ba074382,exact,100.0
enner valencia,ba092211,exact,100.0
enock kwateng,ba027961,exact,100.0
enock mwepu,ba010714,exact,100.0
enric franquesa,ba023754,exact,100.0
enric gallego,ba047956,exact,100.0
enric saborit,ba086369,exact,100.0
enrico alfonso,ba054871,exact,100.0
enrico bearzotti,ba072799,exact,100.0
enrico brignola,ba076471,exact,100.0
enrico delprato,,unmatched,0.0
enzo barrenechea,ba039931,exact,100.0
enzo boyomo,ba021623,exact,100.0
enzo crivelli,ba002608,exact,100.0
enzo ebosse,ba057016,exact,100.0
enzo fernandez,ba035370,exact,100.0
enzo koffi,,unmatched,0.0
enzo le fee,ba040924,exact,100.0
enzo loiodice,ba039605,exact,100.0
enzo maresca,ba009693,exact,100.0
enzo millot,ba090771,exact,100.0
enzo perez,ba033937,exact,100.0
enzo roco,ba020654,exact,100.0
enzo tchato,ba046763,exact,100.0
enzo zidane,ba028211,exact,100.0
equi fernandez,,unmatched,0.0
eray comert,ba007871,exact,100.0
eren derdiyok,ba028765,exact,100.0
eren dinkci,ba028254,exact,100.0
erencan yardımcı,,unmatched,0.0
erhan masovic,ba059885,exact,100.0
eric abidal,ba000550,exact,100.0
eric bailly,ba059016,exact,100.0
eric bautheac,ba064261,exact,100.0
eric curbelo,ba019462,exact,100.0
eric dier,ba063153,exact,100.0
eric garcia,ba016032,exact,100.0
eric martel,ba053795,exact,100.0
eric maxim choupo-moting,ba005289,exact,100.0
eric smith,ba049899,exact,100.0
eric tie bi,ba086342,exact,100.0
eric-maxim choupo-moting,ba005289,fuzzy,95.83333587646484
erick cabaco,ba085005,exact,100.0
erick pulgar,ba025801,exact,100.0
erik botheim,ba022490,exact,100.0
erik durm,ba076082,exact,100.0
erik exposito,ba002918,exact,100.0
erik friberg,ba023077,exact,100.0
erik lamela,ba062930,exact,100.0
erik moran,ba038734,exact,100.0
erik palmer-brown,ba084307,exact,100.0
erik pieters,ba011276,exact,100.0
erik thommy,ba082108,exact,100.0
erling haaland,ba011403,exact,100.0
ermedin demirovic,ba087161,exact,100.0
ermin bicakcic,ba044980,exact,100.0
ermir lenjani,ba044000,exact,100.0
ernest nuamah,ba012863,exact,100.0
ernest poku,ba081422,exact,100.0
ernest seka,ba082856,exact,100.0
ernesto torregrossa,ba070033,exact,100.0
eros pisano,ba047390,exact,100.0
eros schiavon,ba072234,exact,100.0
ervin zukanovic,ba006643,exact,100.0
erwin koffi,ba066258,exact,100.0
erwin zelazny,ba084866,exact,100.0
esteban,ba017286,exact,100.0
esteban burgos,ba023658,exact,100.0
esteban cambiasso,ba028534,exact,100.0
esteban granero,ba009903,exact,100.0
esteban lepaul,ba049039,exact,100.0
esteban rolon,ba006121,exact,100.0
esteban saveljich,ba044698,exact,100.0
estevao,ba007521,exact,100.0
ethan ampadu,ba006066,exact,100.0
ethan mbappe,ba078347,exact,100.0
ethan nwaneri,ba046802,exact,100.0
ethan pinnock,ba084103,exact,100.0
etienne capoue,ba033472,exact,100.0
etienne didot,ba077265,exact,100.0
etienne green,ba037766,exact,100.0
etienne youte kinkoue,ba006768,exact,100.0
etrit berisha,ba087527,exact,100.0
eugen polanski,ba092161,exact,100.0
eugeni,,unmatched,0.0
eugenio lamanna,ba019343,exact,100.0
eunan o'kane,ba067402,exact,100.0
evan ferguson,ba025615,exact,100.0
evan ndicka,,unmatched,0.0
evandro,ba077144,exact,100.0
evanilson,ba040833,exact,100.0
evann guessand,ba067132,exact,100.0
evens joseph,ba063276,exact,100.0
ever banega,ba091938,exact,100.0
everton,ba016671,exact,100.0
everton luiz,ba020527,exact,100.0
exequiel palacios,ba085201,exact,100.0
ezechiel banzuzi,ba085665,exact,100.0
ezequiel cirigliano,ba048896,exact,100.0
ezequiel garay,ba063051,exact,100.0
ezequiel lavezzi,ba040190,exact,100.0
ezequiel munoz,ba083916,exact,100.0
ezequiel ponce,ba075069,exact,100.0
ezequiel rescaldani,ba091765,exact,100.0
ezequiel schelotto,ba061124,exact,100.0
ezgjan alioski,ba009678,exact,100.0
ezri konsa,ba001159,exact,100.0
fabian balbuena,ba019951,exact,100.0
fabian bredlow,ba077212,exact,100.0
fabian delph,ba006200,exact,100.0
fabian frei,ba058479,exact,100.0
fabian giefer,ba092451,exact,100.0
fabian holland,ba000567,exact,100.0
fabian johnson,ba043604,exact,100.0
fabian klos,ba082967,exact,100.0
fabian kunze,ba077170,exact,100.0
fabian nurnberger,ba008560,exact,100.0
fabian orellana,ba073733,exact,100.0
fabian reese,ba064999,exact,100.0
fabian rieder,ba071368,exact,100.0
fabian ruiz,,unmatched,0.0
fabian schar,ba073591,exact,100.0
fabian schnellhardt,ba048901,exact,100.0
fabian wilfinger,ba094489,exact,100.0
fabiano parisi,ba003474,exact,100.0
fabiano santacroce,ba056053,exact,100.0
fabien audard,ba057030,exact,100.0
fabien camus,ba024437,exact,100.0
fabien centonze,ba022254,exact,100.0
fabien lemoine,ba031267,exact,100.0
fabien robert,ba019266,exact,100.0
fabinho,ba002947,exact,100.0
fabio,ba007851,exact,100.0
fabio balde,ba097264,exact,100.0
fabio borini,ba087835,exact,100.0
fabio cardoso,ba027341,exact,100.0
fabio carvalho,ba055137,exact,100.0
fabio ceravolo,ba028248,exact,100.0
fabio chiarodia,ba026668,exact,100.0
fabio coentrao,ba005666,exact,100.0
fabio coltorti,ba037801,exact,100.0
fabio daprela,ba039677,exact,100.0
fabio depaoli,ba079847,exact,100.0
fabio gonzalez,ba030972,exact,100.0
fabio lucioni,ba052447,exact,100.0
fabio miretti,ba019268,exact,100.0
fabio moreno fell,ba054651,exact,100.0
fabio pisacane,ba031810,exact,100.0
fabio quagliarella,ba087464,exact,100.0
fabio silva,ba085004,exact,100.0
fabio torsiello,ba056909,exact,100.0
fabio varesi-strauss,,unmatched,0.0
fabio vieira,ba036905,exact,100.0
fabri,,unmatched,0.0
fabrice abriel,ba054510,exact,100.0
fabrice ehret,ba088525,exact,100.0
fabrice olinga,ba074648,exact,100.0
fabricio coloccini,ba044241,exact,100.0
fabrizio alastra,ba076296,exact,100.0
fabrizio angileri,ba093140,exact,100.0
fabrizio cacciatore,ba000277,exact,100.0
fabrizio caligara,ba012712,exact,100.0
fabrizio poli,ba004256,exact,100.0
facundo bertoglio,ba089777,exact,100.0
facundo buonanotte,ba025971,exact,100.0
facundo ferreyra,ba065790,exact,100.0
facundo garces,ba011962,exact,100.0
facundo medina,ba040880,exact,100.0
facundo pellistri,ba063141,exact,100.0
facundo piriz,ba092711,exact,100.0
facundo roncaglia,ba030131,exact,100.0
fadil sido,ba017249,exact,100.0
faitout maouassa,ba084117,exact,100.0
fakhreddine ben youssef,ba074246,exact,100.0
falaye sacko,ba036713,exact,100.0
fali,ba042060,exact,100.0
fali cande,ba022374,exact,100.0
fallou cham,,unmatched,0.0
fallou diagne,ba075241,exact,100.0
famara diedhiou,ba083768,exact,100.0
famoussa kone,ba044078,exact,100.0
faouzi ghoulam,ba072490,exact,100.0
fares bahlouli,ba043782,exact,100.0
fares chaibi,ba019666,exact,100.0
fares ghedjemis,ba007544,exact,100.0
farid boulaya,ba058768,exact,100.0
farid el melali,ba077075,exact,100.0
faride alidou,ba000378,exact,100.0
faris moumbagna,,unmatched,0.0
fatih atik,ba015691,exact,100.0
fausto rossi,ba044577,exact,100.0
fausto tienza,ba001373,exact,100.0
faycal fajr,ba044367,exact,100.0
fede cartabia,,unmatched,0.0
fede san emeterio,ba088032,exact,100.0
fede vico,ba090474,exact,100.0
federico agliardi,ba008996,exact,100.0
federico andrada,ba073934,exact,100.0
federico balzaretti,ba092450,exact,100.0
federico barba,ba070356,exact,100.0
federico baschirotto,ba033192,exact,100.0
federico bernardeschi,ba087551,exact,100.0
federico bonazzoli,ba070071,exact,100.0
federico ceccherini,ba079810,exact,100.0
federico chiesa,ba064799,exact,100.0
federico di francesco,ba011583,exact,100.0
federico dimarco,ba055360,exact,100.0
federico dionisi,ba061278,exact,100.0
federico fazio,ba028812,exact,100.0
federico fernandez,ba088961,exact,100.0
federico gatti,ba009057,exact,100.0
federico marchetti,ba090854,exact,100.0
federico mattiello,ba092354,exact,100.0
federico melchiorri,ba049823,exact,100.0
federico peluso,ba029144,exact,100.0
federico piovaccari,ba091834,exact,100.0
federico ravaglia,ba037730,exact,100.0
federico redondo,ba067307,exact,100.0
federico ricca,ba031316,exact,100.0
federico ricci,ba030267,exact,100.0
federico santander,ba082091,exact,100.0
federico valverde,ba003452,exact,100.0
federico vinas,ba077426,exact,100.0
federico viviani,ba012524,exact,100.0
fedor smolov,,unmatched,0.0
felipe,ba013152,exact,100.0
felipe anderson,ba058235,exact,100.0
felipe avenatti,ba013113,exact,100.0
felipe caicedo,ba054181,exact,100.0
felipe gutierrez,ba047155,exact,100.0
felipe loyola,ba093729,exact,100.0
felipe mattioni,ba051973,exact,100.0
felipe melo,ba064918,exact,100.0
felipe pardo,ba035263,exact,100.0
felipe saad,ba044908,exact,100.0
felipe santana,ba007808,exact,100.0
felipe trevizan,,unmatched,0.0
felix afena-gyan,ba000522,exact,100.0
felix agu,ba074614,exact,100.0
felix correia,ba073358,exact,100.0
felix eboa eboa,ba008206,exact,100.0
felix garreta,ba056466,exact,100.0
felix klaus,ba064013,exact,100.0
felix kroos,ba028533,exact,100.0
felix lemarechal,ba051546,exact,100.0
felix mambimbi,ba010036,exact,100.0
felix nmecha,ba003365,exact,100.0
felix passlack,ba034114,exact,100.0
felix platte,ba084492,exact,100.0
felix uduokhai,,unmatched,0.0
felix wiedwald,ba083217,exact,100.0
fellipe jack,ba094009,exact,100.0
fer lopez,ba093957,exact,100.0
fer nino,,unmatched,0.0
ferdi kadıoglu,ba037867,fuzzy,92.85713958740234
ferdinando coppola,ba046914,exact,100.0
ferebory dore,ba076145,exact,100.0
ferjani sassi,ba019790,exact,100.0
ferland mendy,ba022444,exact,100.0
fermin lopez,ba071057,exact,100.0
fernand mayembo,ba065194,exact,100.0
fernandinho,ba005665,exact,100.0
fernando,ba002838,exact,100.0
fernando amorebieta,ba065452,exact,100.0
fernando aristeguieta,ba004492,exact,100.0
fernando calero,ba024195,exact,100.0
fernando forestieri,ba078533,exact,100.0
fernando llorente,ba034554,exact,100.0
fernando martinez,ba054482,exact,100.0
fernando navarro,ba033262,exact,100.0
fernando pacheco,ba055514,exact,100.0
fernando soriano,ba009734,exact,100.0
fernando tissone,ba082994,exact,100.0
fernando torres,ba069569,exact,100.0
ferran corominas,ba026073,exact,100.0
ferran jutgla,ba015556,exact,100.0
ferran torres,ba057871,exact,100.0
ferro,ba044849,fuzzy,90.90908813476562
festy ebosele,ba080787,exact,100.0
fethi harek,ba079459,exact,100.0
fidel,ba067431,exact,100.0
fiete arp,,unmatched,0.0
fikayo tomori,ba046524,exact,100.0
filip bradaric,ba035512,exact,100.0
filip daems,ba052912,exact,100.0
filip djordjevic,,unmatched,0.0
filip djuricic,,unmatched,0.0
filip helander,ba014585,exact,100.0
filip jagiello,,unmatched,0.0
filip jørgensen,ba000403,exact,100.0
filip kostic,ba065100,exact,100.0
filip krovinovic,ba071427,exact,100.0
filip malbasic,ba001748,exact,100.0
filip mladenovic,ba060018,exact,100.0
filip stankovic,ba052643,exact,100.0
filip stojilkovic,ba004686,exact,100.0
filip ugrinic,ba051782,exact,100.0
filipe augusto,ba005211,exact,100.0
filipe luis,ba083979,exact,100.0
filippo bandinelli,ba077848,exact,100.0
filippo costa,ba000128,exact,100.0
filippo delli carri,ba077366,exact,100.0
filippo falco,ba083028,exact,100.0
filippo mane,,unmatched,0.0
filippo melegoni,ba037598,exact,100.0
filippo missori,ba016528,exact,100.0
filippo porcari,ba028939,exact,100.0
filippo ranocchia,ba079993,exact,100.0
filippo rinaldi,,unmatched,0.0
filippo romagna,ba048496,exact,100.0
filippo terracciano,ba034193,exact,100.0
fin bartels,ba063246,exact,100.0
finn becker,,unmatched,0.0
finn dahmen,ba081855,exact,100.0
finn jeltsch,ba012584,exact,100.0
finn ole becker,ba081224,exact,100.0
finn porath,ba064476,exact,100.0
firmin mubele,,unmatched,0.0
fisayo dele-bashiru,ba006567,exact,100.0
fisnik asllani,ba019869,exact,100.0
flavien tait,ba058953,exact,100.0
flavio bianchi,,unmatched,0.0
flavio ferreira,,unmatched,0.0
flavio paoletti,ba022607,exact,100.0
flavio roma,,unmatched,0.0
flavius daniliuc,ba046567,exact,100.0
florent balmont,ba028898,exact,100.0
florent chaigneau,ba083512,exact,100.0
florent ghisolfi,,unmatched,0.0
florent hadergjonaj,ba056640,exact,100.0
florent hanin,ba039671,exact,100.0
florent malouda,ba041067,exact,100.0
florent mollet,ba046382,exact,100.0
florent muslija,ba063896,exact,100.0
florent ogier,ba038863,exact,100.0
florentin pogba,ba010973,exact,100.0
florentino,,unmatched,0.0
florian aye,ba041667,exact,100.0
florian chabrolle,ba034523,exact,100.0
florian dietz,ba049672,exact,100.0
florian flick,ba055074,exact,100.0
florian grillitsch,ba093824,exact,100.0
florian hartherz,ba013963,exact,100.0
florian hubner,ba085307,exact,100.0
florian jungwirth,ba088617,exact,100.0
florian kainz,ba054533,exact,100.0
florian kastenmeier,ba080858,exact,100.0
florian kath,ba039157,exact,100.0
florian klein,ba080991,exact,100.0
florian kruger,ba091733,exact,100.0
florian lejeune,ba040652,exact,100.0
florian marange,ba034862,exact,100.0
florian miguel,ba066840,exact,100.0
florian muller,ba074705,exact,100.0
florian neuhaus,ba020138,exact,100.0
florian niederlechner,ba078710,exact,100.0
florian pick,ba000350,exact,100.0
florian raspentino,ba054378,exact,100.0
florian sotoca,ba044813,exact,100.0
florian tardieu,ba087075,exact,100.0
florian thauvin,ba015932,exact,100.0
florian wirtz,ba085132,exact,100.0
florin andone,ba080795,exact,100.0
florin gardos,ba041427,exact,100.0
florinel coman,ba061978,exact,100.0
floyd ayite,ba092975,exact,100.0
flynn downes,ba038989,exact,100.0
fode ballo-toure,ba089686,exact,100.0
fode doucoure,ba010231,exact,100.0
fode koita,,unmatched,0.0
fode sylla,ba095088,exact,100.0
folarin balogun,ba018173,exact,100.0
formose mendy,ba071097,exact,100.0
fouad chafik,ba087292,exact,100.0
foued kadir,ba000479,exact,100.0
fousseni diabate,ba076517,exact,100.0
fraizer campbell,ba047574,exact,100.0
fran beltran,ba087125,exact,100.0
fran gamez,ba016897,exact,100.0
fran garcia,ba022464,exact,100.0
fran gonzalez,ba085870,exact,100.0
fran manzanara,ba068852,exact,100.0
fran merida,ba005252,exact,100.0
fran perez,ba037736,exact,100.0
fran rico,ba087218,exact,100.0
fran serrano,ba059301,exact,100.0
fran varela,,unmatched,0.0
fran velez,ba057648,exact,100.0
fran vieites,ba015676,exact,100.0
francesco acerbi,ba067917,exact,100.0
francesco bardi,ba003975,exact,100.0
francesco benussi,ba024592,exact,100.0
francesco bolzoni,ba055166,exact,100.0
francesco camarda,ba009220,exact,100.0
francesco caputo,ba033852,exact,100.0
francesco cassata,ba055194,exact,100.0
francesco coppola,,unmatched,0.0
francesco della rocca,ba085859,exact,100.0
francesco di mariano,ba019739,exact,100.0
francesco di tacchio,ba066591,exact,100.0
francesco folino,ba097336,exact,100.0
francesco forte,ba038960,exact,100.0
francesco gelli,ba055826,exact,100.0
francesco lodi,ba022757,exact,100.0
francesco magnanelli,ba002779,exact,100.0
francesco migliore,ba009613,exact,100.0
francesco pisano,ba079052,exact,100.0
francesco renzetti,ba089675,exact,100.0
francesco tavano,ba077997,exact,100.0
francesco totti,ba087156,exact,100.0
francesco vicari,ba081517,exact,100.0
francesco zampano,ba052178,exact,100.0
francis coquelin,ba061007,exact,100.0
francis guerrero,ba033114,exact,100.0
francis uzoho,ba076263,exact,100.0
francisco conceicao,ba035027,exact,100.0
francisco molinero,ba016399,exact,100.0
francisco portillo,ba052082,exact,100.0
francisco sierralta,ba005676,exact,100.0
francisco silva,ba006469,exact,100.0
franck beria,ba072183,exact,100.0
franck evina,ba025363,exact,100.0
franck hery,ba001926,exact,100.0
franck honorat,ba080578,exact,100.0
franck kessie,ba002213,exact,100.0
franck ribery,ba090339,exact,100.0
franck signorino,ba050220,exact,100.0
franck tabanou,ba007985,exact,100.0
franco brienza,ba064417,exact,100.0
franco carboni,ba064505,exact,100.0
franco cervi,ba034699,exact,100.0
franco di santo,ba031174,exact,100.0
franco israel,ba011519,exact,100.0
franco mastantuono,ba036598,exact,100.0
franco russo,ba067175,exact,100.0
franco signorelli,ba058248,exact,100.0
franco vazquez,ba025948,exact,100.0
franco zuculini,ba057218,exact,100.0
francois bellugou,ba012182,exact,100.0
francois clerc,ba039974,exact,100.0
francois kamano,ba047569,exact,100.0
francois modesto,ba037798,exact,100.0
francois moubandje,ba039920,exact,100.0
francois mughe,ba045093,exact,100.0
francois-joseph sollacaro,ba088667,exact,100.0
frank anguissa,,unmatched,0.0
frank feller,ba094127,exact,100.0
frank lampard,ba014074,exact,100.0
frank magri,ba024687,exact,100.0
frank onyeka,ba015072,exact,100.0
frank tsadjout,ba002099,exact,100.0
frans kratzig,ba011571,exact,100.0
fransergio,ba081792,exact,100.0
frantisek rajtoral,ba034125,exact,100.0
fraser forster,ba071824,exact,100.0
fraser hornby,ba015233,exact,100.0
fred,ba021503,exact,100.0
fred onyedinma,ba020842,exact,100.0
freddie potts,ba049408,exact,100.0
freddie woodman,ba009433,exact,100.0
frederic bulot,ba018855,exact,100.0
frederic guilbert,ba034511,exact,100.0
frederic sammaritano,ba049873,exact,100.0
frederic veseli,,unmatched,0.0
frederik ronnow,ba061189,fuzzy,93.33333587646484
frederik sorensen,ba038419,fuzzy,94.11764526367188
frederik winther,ba059021,exact,100.0
fredrik jensen,ba023159,exact,100.0
fredrik oppegard,ba070425,exact,100.0
fredrik ulvestad,ba052482,exact,100.0
fredy guarin,ba071625,exact,100.0
fredy hinestroza,ba063036,exact,100.0
frenkie de jong,ba010095,exact,100.0
furkan demir,ba094492,exact,100.0
fynn arkenberg,ba065549,exact,100.0
fynn schenten,,unmatched,0.0
gabi,ba037532,exact,100.0
gabin bernardeau,ba098823,exact,100.0
gabri veiga,ba019746,fuzzy,91.66666412353516
gabriel,ba002410,exact,100.0
gabriel agbonlahor,ba080590,exact,100.0
gabriel cichero,ba039551,exact,100.0
gabriel fernandez,ba020190,exact,100.0
gabriel gudmundsson,ba078442,exact,100.0
gabriel jesus,ba066823,exact,100.0
gabriel magalhaes,ba038156,exact,100.0
gabriel martinelli,ba026735,exact,100.0
gabriel mercado,ba070157,exact,100.0
gabriel misehouy,,unmatched,0.0
gabriel obertan,ba063612,exact,100.0
gabriel osho,ba075352,exact,100.0
gabriel paletta,ba074878,exact,100.0
gabriel paulista,ba067339,exact,100.0
gabriel penalba,ba084824,exact,100.0
gabriel silva,ba026884,exact,100.0
gabriel strefezza,ba063064,exact,100.0
gabriel suazo,ba021297,exact,100.0
gabriel torje,ba058195,exact,100.0
gabriele angella,ba004614,exact,100.0
gabriele corbo,ba003358,exact,100.0
gabriele moncini,ba072217,exact,100.0
gabriele perico,ba064317,exact,100.0
gabriele piccinini,ba053890,exact,100.0
gabriele zappa,ba074165,exact,100.0
gaby jean,ba035085,exact,100.0
gaby mudingayi,ba077991,exact,100.0
gael angoula,ba029571,exact,100.0
gael clichy,ba025431,exact,100.0
gael danic,ba033299,exact,100.0
gael givet,ba040102,exact,100.0
gael kakuta,ba033592,exact,100.0
gaetan belaud,ba023234,exact,100.0
gaetan bong,ba076259,exact,100.0
gaetan bussmann,ba014445,exact,100.0
gaetan charbonnier,ba009076,exact,100.0
gaetan courtet,ba020818,exact,100.0
gaetan laborde,ba045820,exact,100.0
gaetan paquiez,ba026257,exact,100.0
gaetan perrin,ba006112,exact,100.0
gaetan poussin,ba071194,exact,100.0
gaetano berardi,ba030644,exact,100.0
gaetano castrovilli,ba002677,exact,100.0
gaetano letizia,ba022746,exact,100.0
gaetano masucci,ba017441,exact,100.0
gaetano monachello,ba013167,exact,100.0
gaetano oristanio,ba034285,exact,100.0
gaizka larrazabal,,unmatched,0.0
gaizka toquero,ba067231,exact,100.0
gaku shibasaki,ba077272,exact,100.0
ganso,ba012886,exact,100.0
gaoussou traore,ba024655,exact,100.0
gareth bale,ba060618,exact,100.0
gareth barry,ba046123,exact,100.0
gareth mcauley,ba063137,exact,100.0
garry bocaly,ba004911,exact,100.0
garry rodrigues,ba007507,exact,100.0
gary cahill,ba044368,exact,100.0
gary hooper,ba067127,exact,100.0
gary medel,ba031797,exact,100.0
gary o'neil,ba043001,exact,100.0
gaspar,ba002808,exact,100.0
gaston alvarez,ba048793,exact,100.0
gaston brugman,ba085594,exact,100.0
gaston pereiro,ba046485,exact,100.0
gaston ramirez,ba016253,exact,100.0
gaston silva,ba026438,exact,100.0
gauthier gallon,ba080496,exact,100.0
gauthier hein,ba031808,exact,100.0
gautier larsonneur,ba066170,exact,100.0
gautier lloris,ba063157,exact,100.0
gavi,ba009401,exact,100.0
gavin bazunu,ba073751,exact,100.0
gedeon kalulu,ba081197,exact,100.0
gelson fernandes,ba052206,exact,100.0
gelson martins,ba023174,exact,100.0
gen shoji,ba050987,exact,100.0
genki haraguchi,ba088941,exact,100.0
gennaro acampora,ba000398,exact,100.0
gennaro borrelli,ba001818,exact,100.0
gennaro ruggiero,ba024823,exact,100.0
gennaro sardo,ba088051,exact,100.0
gennaro tutino,ba050994,exact,100.0
geoff cameron,ba009506,exact,100.0
geoffrey jourdren,ba062479,exact,100.0
geoffrey kondogbia,ba075130,exact,100.0
geoffroy serey die,,unmatched,0.0
georg niedermeier,ba047824,exact,100.0
georg teigl,ba073650,exact,100.0
george baldock,ba021134,exact,100.0
george bello,ba063194,exact,100.0
george boyd,ba003887,exact,100.0
george friend,ba029320,exact,100.0
george hirst,ba044314,exact,100.0
george honeyman,ba048617,exact,100.0
george ilenikhena,ba044256,exact,100.0
george mccartney,,unmatched,0.0
george puscas,ba071167,exact,100.0
george timotheou,ba052666,exact,100.0
georges mandjeck,ba081591,exact,100.0
georges mikautadze,ba026323,exact,100.0
georges-kevin n'koudou,ba043555,exact,100.0
georgi tunjov,ba044970,exact,100.0
georginio rutter,ba072733,exact,100.0
georginio wijnaldum,ba086364,exact,100.0
georgios karagounis,ba087038,fuzzy,91.89189147949219
georgios kyriakopoulos,ba003793,fuzzy,93.02325439453125
georgios masouras,ba057660,fuzzy,90.90908813476562
gerard deulofeu,ba021159,exact,100.0
gerard gumbau,ba063057,exact,100.0
gerard martin,ba067258,exact,100.0
gerard moreno,ba047602,exact,100.0
gerard pique,ba063701,exact,100.0
gerard valentin,ba057618,exact,100.0
gerard yepes,ba087542,exact,100.0
gerhard tremmel,ba024850,exact,100.0
german denis,ba021912,exact,100.0
german lux,ba007641,exact,100.0
german parreno,ba007804,exact,100.0
german pezzella,ba051462,exact,100.0
german sanchez,ba086101,exact,100.0
german valera,ba048713,exact,100.0
geronimo poblete,ba018247,exact,100.0
geronimo rulli,ba036266,exact,100.0
gerrit holtmann,ba015159,exact,100.0
gerson,ba003007,exact,100.0
gerson rodrigues,ba020692,exact,100.0
gervinho,ba083814,exact,100.0
gerzino nyamsi,ba035477,exact,100.0
gessime yassine,ba090212,exact,100.0
ghislain konan,ba039383,exact,100.0
giacomo bonaventura,ba079876,exact,100.0
giacomo quagliata,ba010070,exact,100.0
giacomo raspadori,ba040413,exact,100.0
giampaolo pazzini,ba039918,exact,100.0
giampiero pinzi,ba049999,exact,100.0
gian filippo felicioli,ba093618,exact,100.0
gian marco crespi,,unmatched,0.0
gian marco ferrari,ba049235,exact,100.0
giancarlo gonzalez,ba006344,exact,100.0
giandomenico mesto,ba036969,exact,100.0
giangiacomo magnani,ba075148,exact,100.0
gianluca busio,ba027240,exact,100.0
gianluca caprari,ba031294,exact,100.0
gianluca curci,ba023851,exact,100.0
gianluca di chiara,ba038477,exact,100.0
gianluca frabotta,ba079287,exact,100.0
gianluca gaetano,ba021858,exact,100.0
gianluca gaudino,ba004934,exact,100.0
gianluca lapadula,ba017092,exact,100.0
gianluca mancini,ba033425,exact,100.0
gianluca pegolo,ba088192,exact,100.0
gianluca sansone,ba048202,exact,100.0
gianluca scamacca,ba049710,exact,100.0
gianluigi buffon,ba083652,exact,100.0
gianluigi donnarumma,ba003305,exact,100.0
giannelli imbula,ba067572,exact,100.0
gianni bruno,ba040945,exact,100.0
gianni munari,ba084018,exact,100.0
giannis fetfatzidis,ba076432,exact,100.0
gianpaolo bellini,ba043884,exact,100.0
gideon jung,ba059648,exact,100.0
gideon mensah,ba041311,exact,100.0
giedrius arlauskis,ba008859,exact,100.0
gift orban,ba081550,exact,100.0
gil dias,,unmatched,0.0
gilberto,ba005473,exact,100.0
gilberto garcia,ba010575,exact,100.0
gilles cioni,ba015697,exact,100.0
gilles sunu,ba069956,exact,100.0
giorgi abuashvili,ba006816,exact,100.0
giorgi gocholeishvili,ba029825,exact,100.0
giorgi kvilitaia,ba073115,exact,100.0
giorgi mamardashvili,ba078021,exact,100.0
giorgi tsitaishvili,ba069239,fuzzy,91.89189147949219
giorgio altare,ba062372,exact,100.0
